x y z
0	0	0
1	0	3
2	0	0
3	0	2
4	0	5
5	0	6
6	0	1
7	0	1
8	0	0
9	0	0
0	1	1
1	1	2
2	1	1
3	1	0
4	1	2
5	1	3
6	1	0
7	1	2
8	1	2
9	1	2
0	2	2
1	2	4
2	2	3
3	2	2
4	2	4
5	2	2
6	2	5
7	2	1
8	2	2
9	2	1
0	3	0
1	3	1
2	3	5
3	3	0
4	3	1
5	3	3
6	3	3
7	3	3
8	3	1
9	3	0
0	4	4
1	4	1
2	4	5
3	4	4
4	4	0
5	4	3
6	4	2
7	4	5
8	4	1
9	4	0
0	5	0
1	5	3
2	5	2
3	5	0
4	5	1
5	5	3
6	5	6
7	5	2
8	5	2
9	5	1
0	6	3
1	6	2
2	6	1
3	6	1
4	6	1
5	6	2
6	6	4
7	6	3
8	6	3
9	6	3
0	7	1
1	7	1
2	7	1
3	7	2
4	7	5
5	7	8
6	7	0
7	7	2
8	7	5
9	7	0
0	8	0
1	8	0
2	8	5
3	8	2
4	8	2
5	8	3
6	8	3
7	8	3
8	8	4
9	8	2
0	9	2
1	9	2
2	9	1
3	9	1
4	9	6
5	9	7
6	9	4
7	9	1
8	9	0
9	9	1
0	0.000000	0.000000	18.000000	0.850000	1.786729
1	0.000000	0.000000	12.000000	0.890000	1.712425
2	0.000000	0.000000	14.000000	0.850000	1.821291
3	0.000000	0.000000	6.000000	0.900000	1.695258
4	0.000000	0.000000	11.000000	0.910000	1.905886
5	0.000000	0.000000	13.000000	0.870000	1.901868
6	0.000000	0.000000	15.000000	0.820000	1.863223
7	0.000000	0.000000	19.000000	0.790000	1.806212
8	0.000000	0.000000	16.000000	0.800000	1.799194
9	0.000000	0.000000	14.000000	0.850000	1.756673
10	0.000000	0.000000	14.000000	0.840000	1.955991
11	0.000000	0.000000	17.000000	0.870000	1.825897
12	0.000000	0.000000	15.000000	0.830000	1.781123
13	0.000000	0.000000	11.000000	0.830000	1.788044
14	0.000000	0.000000	11.000000	0.830000	1.814910
15	0.000000	0.000000	14.000000	0.860000	1.888783
16	0.000000	0.000000	18.000000	0.880000	1.732368
