0	0.000000	0.860000	0.000000	145.550000	0.786700	1.624078	155.558946
1	0.010000	0.830000	0.390000	141.930000	0.787500	1.634046	155.461203
2	0.010000	0.880000	0.520000	151.860000	0.792000	1.621858	155.512849
3	0.010000	0.870000	0.530000	150.850000	0.785000	1.633545	156.156987
4	0.010000	0.890000	0.560000	155.390000	0.792000	1.610818	155.395964
5	0.010000	0.830000	0.590000	141.770000	0.786800	1.609692	155.785412
6	0.010000	0.860000	0.650000	145.410000	0.788000	1.608613	155.412519
7	0.010000	0.880000	0.780000	153.570000	0.790600	1.614307	155.829597
8	0.010000	0.880000	0.880000	149.210000	0.784200	1.625964	156.030779
9	0.010000	0.910000	0.960000	153.670000	0.784200	1.635313	155.792931
10	0.010000	0.920000	1.020000	157.320000	0.786600	1.630602	155.801457
11	0.010000	0.870000	1.120000	147.430000	0.785600	1.630449	155.822951
12	0.010000	0.800000	1.140000	135.940000	0.785400	1.625541	156.062302
13	0.010000	0.920000	1.210000	156.160000	0.787700	1.618241	155.681442
14	0.010000	0.850000	1.310000	147.180000	0.784300	1.626644	155.870371
15	0.010000	0.850000	1.370000	140.700000	0.783600	1.625707	156.150741
16	0.010000	0.860000	1.410000	142.630000	0.785600	1.625159	155.977862
17	0.010000	0.810000	1.490000	138.950000	0.787800	1.617266	155.440360
18	0.010000	0.820000	1.560000	136.690000	0.785600	1.626048	155.495014
19	0.010000	0.840000	1.580000	139.060000	0.788400	1.618332	155.255318
20	0.010000	0.860000	1.590000	144.840000	0.787500	1.614906	155.045757
21	0.010000	0.850000	1.600000	144.130000	0.783100	1.622169	155.836808
22	0.010000	0.820000	1.660000	137.020000	0.780800	1.624313	155.803665
23	0.010000	0.880000	1.670000	148.580000	0.785400	1.627143	155.791118
24	0.010000	0.790000	1.700000	135.060000	0.789900	1.616695	155.419729
25	0.010000	0.820000	1.750000	142.440000	0.788100	1.619282	155.240097
26	0.010000	0.810000	1.760000	139.990000	0.790400	1.618630	155.179059
27	0.010000	0.860000	1.790000	143.040000	0.785700	1.627979	155.596418
28	0.010000	0.860000	1.800000	143.080000	0.784300	1.627320	156.094714
29	0.010000	0.930000	1.830000	158.440000	0.786400	1.617462	155.960276
