0	0.000000	0.000000	157.980000	0.998000	3.655428	43.882504
1	0.000000	0.000000	164.460000	0.997200	3.792630	44.381007
2	0.000000	0.000000	166.510000	0.998000	3.759961	44.400617
3	0.000000	0.000000	171.580000	0.996400	3.721783	44.206604
4	0.000000	0.000000	171.260000	0.999200	3.707903	44.306613
5	0.000000	0.000000	167.320000	0.997600	3.724831	43.893856
6	0.000000	0.000000	165.540000	0.998800	3.738326	44.184632
7	0.000000	0.000000	168.570000	0.998400	3.692519	44.092246
8	0.000000	0.000000	165.470000	0.996000	3.660339	43.972668
9	0.000000	0.000000	163.110000	0.995600	3.665324	44.069953
10	0.000000	0.000000	167.720000	0.998800	3.658705	44.454955
11	0.000000	0.000000	168.690000	0.998000	3.702612	44.602837
12	0.000000	0.000000	169.630000	0.996400	3.711453	44.130120
13	0.000000	0.000000	162.890000	0.995600	3.713332	44.219990
14	0.000000	0.000000	168.120000	0.996800	3.652723	43.899789
15	0.000000	0.000000	166.360000	0.996400	3.684467	44.114181
16	0.000000	0.000000	162.540000	0.998000	3.699231	43.938617
17	0.000000	0.000000	165.330000	0.998000	3.678645	43.838507
18	0.000000	0.000000	170.330000	0.996800	3.682081	43.948715
19	0.000000	0.000000	169.670000	0.997200	3.710229	44.198779
20	0.010000	0.390000	170.570000	0.998400	3.737118	44.065062
21	0.010000	0.500000	164.110000	0.995600	3.732809	44.212045
22	0.010000	0.560000	163.280000	0.998000	3.717661	43.910704
23	0.010000	0.610000	167.280000	0.998400	3.778099	44.383241
24	0.010000	0.690000	166.670000	0.998000	3.748038	43.906943
25	0.010000	0.810000	166.460000	0.997200	3.771251	44.130361
26	0.010000	0.900000	164.930000	0.999200	3.759948	44.275329
27	0.010000	0.980000	168.100000	0.998400	3.716215	44.287158
28	0.010000	1.020000	165.230000	0.998000	3.791329	44.079240
29	0.010000	1.070000	170.080000	0.996400	3.723086	43.983763
30	0.010000	1.160000	160.610000	0.999200	3.773901	44.006021
31	0.010000	1.210000	163.590000	0.996400	3.770541	44.295498
32	0.010000	1.250000	161.110000	0.996000	3.751494	44.535176
33	0.010000	1.290000	168.200000	0.996000	3.776269	43.901906
34	0.020000	1.730000	166.630000	0.996000	3.719272	44.225147
35	0.020000	1.780000	166.510000	0.998000	3.764273	44.070836
36	0.020000	1.820000	166.590000	0.996400	3.775717	44.372010
37	0.020000	2.010000	155.580000	0.996400	3.797991	44.180302
38	0.020000	2.080000	164.270000	0.996000	3.761697	43.984375
39	0.020000	2.220000	165.790000	0.998800	3.763709	44.144852
40	0.020000	2.300000	165.650000	0.997600	3.728871	43.995603
41	0.020000	2.370000	160.830000	0.997600	3.717672	43.913702
42	0.020000	2.510000	163.570000	0.998400	3.781894	44.237548
43	0.020000	2.650000	164.340000	0.997200	3.801599	43.999052
44	0.020000	2.840000	166.630000	0.996400	3.827145	44.057028
45	0.030000	3.380000	168.320000	0.996800	3.788371	44.484693
46	0.030000	3.610000	165.420000	0.995600	3.822080	43.847053
47	0.030000	3.800000	157.550000	0.994800	3.867001	44.248156
48	0.030000	3.980000	165.360000	0.995200	3.784549	44.179650
49	0.030000	4.070000	162.850000	0.994800	3.841616	44.155229
50	0.030000	4.240000	170.210000	0.994400	3.866338	44.352303
51	0.030000	4.340000	163.080000	0.992400	3.822949	44.347077
52	0.040000	4.860000	164.080000	0.994000	3.792773	44.069358
53	0.040000	5.000000	155.440000	0.995600	3.827422	44.185847
54	0.040000	5.200000	159.270000	0.992000	3.862179	44.280381
55	0.040000	5.390000	162.400000	0.993200	3.838019	44.273082
56	0.050000	5.880000	161.100000	0.993200	3.851052	44.093430
57	0.050000	5.950000	161.820000	0.992400	3.902970	44.203612
58	0.050000	6.140000	162.830000	0.995600	3.917415	44.533661
59	0.050000	6.370000	158.500000	0.994400	3.857618	44.269167
60	0.050000	6.610000	161.440000	0.994800	3.841812	44.101903
61	0.050000	6.760000	162.620000	0.994000	3.819174	44.487458
62	0.050000	6.860000	158.820000	0.992000	3.810072	44.194081
63	0.050000	7.210000	162.230000	0.992400	3.822964	44.410844
64	0.050000	7.540000	161.540000	0.990000	3.870533	44.199180
65	0.050000	7.770000	161.240000	0.992400	3.896586	44.357424
66	0.050000	7.940000	163.220000	0.989600	3.925844	44.521282
67	0.050000	8.040000	163.450000	0.990800	3.904229	44.246396
68	0.050000	8.190000	162.890000	0.990400	3.910069	44.646256
69	0.050000	8.300000	157.860000	0.991200	3.850254	44.175060
70	0.050000	8.500000	161.720000	0.991600	3.867523	44.092542
71	0.050000	8.630000	152.710000	0.991200	3.867025	43.984739
72	0.050000	8.730000	159.380000	0.990400	3.912468	43.803926
73	0.050000	8.860000	165.170000	0.988400	3.970271	44.667493
74	0.050000	8.950000	163.140000	0.989200	3.940013	44.462596
75	0.050000	9.050000	163.460000	0.989200	4.003408	44.453074
76	0.050000	9.150000	161.250000	0.992400	3.982922	44.150362
77	0.050000	9.220000	159.990000	0.988400	3.908478	44.159825
78	0.050000	9.300000	164.370000	0.987600	3.896219	44.237488
79	0.060000	9.640000	161.810000	0.989600	3.950475	44.378959
80	0.070000	10.110000	159.850000	0.989600	3.985656	44.403378
81	0.070000	10.310000	158.220000	0.988800	3.990635	44.474674
82	0.070000	10.560000	160.440000	0.986400	3.991882	44.347690
83	0.070000	10.740000	157.440000	0.985200	3.974369	44.045707
84	0.070000	10.880000	152.510000	0.988000	3.979851	44.443738
85	0.070000	11.110000	156.460000	0.988400	3.993032	44.028768
86	0.080000	11.670000	155.560000	0.986000	4.016396	44.460465
87	0.080000	11.940000	154.100000	0.983600	3.938514	44.158840
88	0.080000	12.190000	152.900000	0.986400	3.908026	44.541988
89	0.080000	12.480000	156.970000	0.985600	3.984052	44.552193
90	0.080000	12.720000	157.700000	0.984400	3.998509	44.328638
91	0.080000	12.970000	157.760000	0.985200	4.062571	44.446863
92	0.080000	13.080000	159.510000	0.984000	4.053787	44.563904
93	0.080000	13.200000	156.480000	0.984000	4.063935	44.312044
94	0.080000	13.360000	157.310000	0.983200	4.049685	44.415718
95	0.080000	13.490000	152.740000	0.985600	3.973955	44.360696
96	0.080000	13.650000	156.590000	0.982800	4.030912	44.566708
97	0.080000	13.800000	158.550000	0.982400	4.080430	44.505276
98	0.080000	13.940000	154.190000	0.984400	4.054410	44.254335
99	0.080000	14.030000	153.160000	0.983600	4.056781	44.162610
100	0.080000	14.190000	151.100000	0.982000	4.035280	44.042380
101	0.080000	14.330000	160.400000	0.984000	4.038091	44.259394
102	0.080000	14.440000	153.770000	0.983200	4.045419	44.114949
103	0.080000	14.540000	154.550000	0.981600	4.098373	44.421234
104	0.080000	14.630000	153.070000	0.980400	4.093576	44.628930
105	0.080000	14.770000	156.640000	0.980800	4.049275	44.087219
106	0.080000	14.840000	154.650000	0.980400	4.016905	44.258348
107	0.080000	14.950000	156.740000	0.980800	4.014904	44.396797
108	0.080000	15.020000	155.580000	0.979200	4.058554	44.380059
109	0.080000	15.100000	150.820000	0.979200	4.054045	44.284643
110	0.080000	15.150000	155.170000	0.978800	4.085342	44.299308
111	0.080000	15.230000	152.830000	0.979200	4.056122	44.199672
112	0.080000	15.290000	152.470000	0.979200	4.044773	44.214585
113	0.080000	15.360000	152.400000	0.978000	4.051835	44.195460
114	0.080000	15.370000	151.140000	0.978800	4.079568	44.264771
115	0.090000	15.940000	159.640000	0.980000	4.060018	43.954635
116	0.090000	16.120000	149.700000	0.976800	4.073696	44.441336
117	0.100000	16.810000	149.270000	0.976400	4.115825	44.359261
118	0.110000	17.550000	157.480000	0.979200	4.045101	44.131541
119	0.110000	17.850000	143.370000	0.979200	4.113848	44.485028
120	0.110000	18.030000	151.730000	0.979600	4.104921	44.112392
121	0.120000	18.650000	150.150000	0.976800	4.124803	44.250593
