0.453625	0.549686	0.464476	0.492264	0
0.840319	0.902107	0.907036	0.985663	0
0.755711	0.811379	0.780866	0.863938	0
0.801509	0.753007	0.499215	0.586665	1
0.745139	0.783050	0.966005	1.058541	0
0.070214	0.005612	0.966614	1.042946	0
0.639344	0.693519	0.608916	0.692970	0
0.826169	0.754381	0.562742	0.632359	1
0.885232	0.985191	0.180438	0.183298	1
0.935714	0.836316	0.384881	0.395839	0
0.699049	0.698870	0.838506	0.938505	0
0.609418	0.580454	0.678824	0.774538	0
0.321429	0.238252	0.434535	0.490048	1
0.009354	0.064662	0.236044	0.319357	1
0.348167	0.394279	0.981184	1.069918	0
0.971935	1.008503	0.051398	0.144472	1
0.248365	0.172957	0.690742	0.756419	0
0.930605	1.009779	0.516910	0.577996	0
0.175721	0.275313	0.402142	0.411159	1
0.166616	0.122944	0.337856	0.427816	1
0.201568	0.119690	0.036905	0.094315	1
0.700997	0.793200	0.646324	0.685035	1
0.107461	0.050736	0.967752	1.050107	0
0.294792	0.308587	0.977106	1.076150	0
0.981338	0.989257	0.325274	0.424960	1
0.633888	0.657731	0.297209	0.394325	1
0.253053	0.186306	0.545574	0.620037	0
0.481134	0.559037	0.476178	0.538878	0
0.271957	0.188624	0.651899	0.707175	0
0.243218	0.250840	0.818515	0.918224	0
0.599360	0.618465	0.020083	0.118241	1
0.794008	0.714515	0.721080	0.781751	1
0.667479	0.582258	0.828541	0.880862	0
0.975486	0.886726	0.123333	0.169394	1
0.519537	0.512520	0.104671	0.204424	1
0.044772	0.120782	0.738559	0.803539	0
0.621404	0.567935	0.991612	1.076117	0
0.888778	0.969049	0.472747	0.532385	0
0.673063	0.656955	0.744704	0.843399	0
0.859490	0.792659	0.987923	1.062311	0
0.383772	0.321765	0.587283	0.665737	0
0.944961	0.844994	0.381290	0.383861	0
0.152472	0.239602	0.048770	0.097845	1
0.327737	0.426950	0.024255	0.036771	1
0.480107	0.382167	0.543792	0.563987	1
0.957752	1.039256	0.588564	0.646505	0
0.732605	0.812554	0.209968	0.270036	1
0.053031	-0.013653	0.098747	0.173267	1
0.849636	0.749712	0.771810	0.775688	1
0.298140	0.198141	0.631299	0.631385	0
0.565159	0.592320	0.015072	0.111313	1
0.852261	0.951783	0.960032	0.969804	0
0.860443	0.760596	0.112505	0.118036	1
0.697165	0.598029	0.440241	0.453357	1
0.657221	0.683809	0.920348	1.016749	0
0.721947	0.636557	0.878100	0.930142	0
0.525232	0.489648	0.610705	0.704159	0
0.320130	0.314773	0.663736	0.763592	0
0.587774	0.518127	0.513372	0.585131	1
0.600123	0.693784	0.811513	0.846551	0
0.600394	0.790823	0.376672	0.437804	1
0.187949	0.369222	0.228933	0.313432	1
0.156794	0.356109	0.089376	0.105908	1
0.174408	0.120967	0.786542	0.979270	0
0.216278	0.116776	0.443763	0.617255	0
0.801940	0.644818	0.165710	0.289454	1
0.976167	1.146052	0.690943	0.796483	1
0.360361	0.352063	0.011073	0.210900	1
0.843303	0.643303	0.598847	0.598948	1
0.098055	0.264060	0.198970	0.310515	1
0.984105	0.818108	0.799365	0.910920	0
0.885228	0.833836	0.987313	1.180598	0
0.746383	0.750564	0.144107	0.344063	1
0.720042	0.599054	0.318515	0.477770	1
0.133942	0.269454	0.534793	0.681887	0
0.468191	0.658914	0.336733	0.396938	1
0.680540	0.738515	0.312900	0.504313	1
0.503593	0.568190	0.673261	0.862542	0
0.990382	0.829894	0.516565	0.635910	1
0.990544	0.930238	0.614619	0.805311	0
0.802218	0.641107	0.598725	0.717229	1
0.990564	0.824859	0.483953	0.595943	1
0.407844	0.307819	0.230335	0.403526	1
0.914500	1.006306	0.950377	1.128061	0
0.207698	0.041089	0.084319	0.194961	1
0.944659	0.959304	0.552511	0.751974	0
0.847330	1.021438	0.233050	0.331470	1
0.440944	0.446906	0.736644	0.936555	0
0.045630	-0.153700	0.727026	0.743379	0
0.249163	0.334703	0.717569	0.898354	0
0.651667	0.505615	0.519787	0.656421	1
0.853535	0.982635	0.510351	0.663103	0
0.042716	0.240603	0.918195	0.947192	0
0.376004	0.566989	0.832695	0.892065	0
0.027808	0.227675	0.040393	0.047690	1
0.214404	0.240028	0.985052	1.183404	0
0.737734	0.889384	0.832382	0.962775	0
0.573963	0.580615	0.273325	0.473215	1
0.083454	-0.063362	0.318955	0.454768	1
0.109510	0.307531	0.568119	0.596185	0
0.750185	0.726619	0.219785	0.518858	1
0.989584	1.289266	0.073320	0.087149	1
0.712937	0.999260	0.116036	0.205583	1
0.666624	0.869371	0.492040	0.713159	1
0.570688	0.799789	0.519848	0.713530	1
0.559072	0.778828	0.734252	0.938475	0
0.099966	0.187311	0.471986	0.758989	0
0.873911	1.148241	0.045949	0.167370	1
0.384499	0.134441	0.129404	0.295148	1
0.622112	0.837181	0.238914	0.448068	1
0.577296	0.876312	0.989098	1.013366	0
0.052266	-0.244394	0.978683	1.023325	0
0.037587	-0.223663	0.691620	0.839092	0
0.941104	1.081998	0.358243	0.623100	1
0.677316	0.421754	0.928932	1.086056	0
0.453920	0.741934	0.488003	0.571955	1
0.215577	0.106635	0.587969	0.867490	0
0.809615	0.742016	0.461880	0.754165	1
0.676979	0.730467	0.846378	1.141572	0
0.863298	1.103752	0.468491	0.647884	1
0.617735	0.929962	0.045786	0.295815	1
0.591959	0.886754	0.098052	0.368415	1
0.639502	0.583604	0.135640	0.531715	1
0.803081	1.136445	0.076744	0.297805	1
0.458700	0.734843	0.754059	1.043447	0
0.634166	0.334580	0.207979	0.473022	1
0.543885	0.880616	0.423556	0.639455	1
0.925590	0.671007	0.233171	0.541696	1
0.353244	-0.015448	0.910150	1.065285	0
0.910301	1.028240	0.773448	1.155665	0
0.706272	0.877782	0.391183	0.752547	1
0.491342	0.764342	0.983142	1.275496	0
0.255094	0.624524	0.622643	0.776010	0
0.710466	1.105830	0.425724	0.486446	1
0.524081	0.764802	0.884423	1.203882	0
0.266628	0.651959	0.518590	0.625920	1
0.497178	0.301276	0.062475	0.411219	1
0.315698	0.403270	0.988065	1.378361	0
0.596097	0.571491	0.341308	0.740551	1
