0.500000	0.415765	0.000000	0.181396	1	0
0.500000	0.696044	0.000000	0.039581	1	0
0.500000	0.638683	0.000000	0.144108	1	0
0.500000	0.660315	0.000000	0.119579	1	0
0.500000	0.699521	0.000000	0.013834	1	0
0.500000	0.452439	0.000000	0.194263	1	0
0.500000	0.300560	0.000000	0.014959	1	0
0.500000	0.323889	0.000000	0.094788	1	0
0.500000	0.309317	0.000000	0.060332	1	0
0.500000	0.328803	0.000000	0.103400	1	0
0.312233	0.500000	0.931126	1.000000	0	1
0.629690	0.500000	0.847748	1.000000	0	1
0.321600	0.500000	0.909594	1.000000	0	1
0.699175	0.500000	0.981852	1.000000	0	1
0.300012	0.500000	0.997829	1.000000	0	1
0.683568	0.500000	0.920609	1.000000	0	1
0.323927	0.500000	0.905141	1.000000	0	1
0.400013	0.500000	0.826787	1.000000	0	1
0.334667	0.500000	0.887461	1.000000	0	1
0.699793	0.500000	0.990910	1.000000	0	1
0.171096	0.335582	0.842054	0.955827	0	1
0.699292	0.817967	0.556060	0.717045	0	1
0.991533	0.791689	0.216574	0.224463	1	0
0.739000	0.621444	0.176633	0.338437	0	0
0.265878	0.397714	0.204197	0.354593	0	0
0.813860	0.616427	0.355745	0.387683	0	0
0.888663	0.975012	0.179978	0.360377	0	0
0.318585	0.289884	0.202579	0.400509	1	0
0.323320	0.349498	0.425635	0.623914	1	0
0.446958	0.456044	0.539391	0.739185	0	1
0.165525	0.360256	0.811654	0.857261	0	0
0.007580	-0.183100	0.619037	0.679378	0	0
0.620627	0.514129	0.472016	0.641304	0	1
0.799762	0.626545	0.037185	0.137165	0	1
0.049743	-0.114617	0.905630	1.019585	0	1
0.991243	1.175188	0.728027	0.806540	0	1
0.171508	-0.022388	0.397166	0.446199	0	0
0.428018	0.460647	0.253289	0.450610	1	0
0.882181	1.027197	0.542951	0.680684	0	1
0.874031	1.024879	0.932888	1.064208	0	1
0.968692	1.108767	0.095314	0.238069	0	1
0.510477	0.702969	0.850988	0.905271	0	0
0.777759	0.974352	0.920088	0.956843	0	1
0.225896	0.415337	0.215806	0.279930	1	0
0.760142	0.806603	0.098969	0.293497	1	0
0.116265	0.214889	0.675077	0.849069	0	0
0.282895	0.407397	0.691413	0.847935	0	0
0.884382	0.799246	0.063632	0.244606	0	1
0.281548	0.188186	0.142474	0.319345	0	0
0.272365	0.471314	0.219433	0.239913	0	1
0.044359	0.240335	0.540781	0.580699	0	0
0.287764	0.487678	0.446517	0.452384	1	0
0.768648	0.582776	0.768420	0.842255	1	0
0.812363	0.710838	0.454423	0.626738	0	1
0.708472	0.664531	0.214565	0.409678	1	0
0.747320	0.639525	0.826081	0.994545	0	0
0.585752	0.719456	0.588698	0.737438	0	1
0.010224	-0.108600	0.125352	0.286227	1	0
0.313757	0.503581	0.085753	0.148736	1	0
0.657535	0.556515	0.176155	0.348768	0	1
0.210614	0.057465	0.603822	0.732451	0	1
0.648181	0.460872	0.763151	0.833259	0	1
0.286763	0.366925	0.178291	0.361523	1	0
0.560519	0.419626	0.778514	0.920462	0	1
0.546934	0.348432	0.371547	0.395980	0	1
0.118867	0.124822	0.865064	1.064975	0	1
0.681199	0.593095	0.567976	0.747525	0	1
0.974039	1.068005	0.519703	0.696255	0	0
0.414310	0.609365	0.844667	0.888863	0	1
0.686749	0.607464	0.052198	0.235812	1	0
0.176124	0.338325	0.932011	1.049019	0	0
0.393607	0.592954	0.239828	0.255980	1	0
0.979041	1.172366	0.428127	0.479365	0	1
0.215981	0.308768	0.968447	1.145621	0	1
0.513317	0.689281	0.660075	0.755137	0	1
0.982730	1.039241	0.541429	0.733279	0	1
0.732097	0.919578	0.710048	0.779698	0	1
0.241577	0.422760	0.240380	0.325072	0	0
0.350405	0.343159	0.705764	0.905633	0	1
0.896063	0.725729	0.132357	0.237172	0	0
0.222346	0.421049	0.707264	0.730007	0	1
0.766054	0.966012	0.916854	0.920974	1	0
0.515815	0.648145	0.897222	1.047185	0	1
0.668372	0.763738	0.324845	0.500644	1	0
0.546175	0.350376	0.124928	0.165704	0	1
0.653917	0.472914	0.651738	0.736815	0	1
0.033803	-0.065068	0.292781	0.466633	1	0
0.253437	0.438651	0.275511	0.350983	0	0
0.654634	0.520232	0.516283	0.664391	0	1
0.297225	0.331404	0.608930	0.805988	0	0
0.850507	0.652486	0.795047	0.823114	0	1
0.647487	0.626214	0.132275	0.331140	1	0
0.851040	0.767765	0.648090	0.829929	0	1
0.787376	0.640984	0.431841	0.568111	1	0
0.239399	0.255910	0.128043	0.327361	1	0
0.557689	0.388169	0.781961	0.888088	0	1
0.120564	0.046865	0.045496	0.231422	1	0
0.340177	0.387070	0.131450	0.325875	1	0
0.445229	0.452348	0.305957	0.505831	0	1
0.165273	0.140205	0.929184	1.127607	0	1
0.823217	0.625751	0.612947	0.644682	0	1
0.846735	1.031330	0.732470	0.809442	0	0
0.654503	0.826998	0.111474	0.212693	1	0
0.577089	0.476635	0.171475	0.344417	0	0
0.355476	0.550212	0.183004	0.228591	0	1
0.400294	0.472699	0.794791	0.981225	0	0
0.410306	0.302077	0.187293	0.355479	1	0
0.819764	0.788130	0.527469	0.724952	0	1
0.049755	-0.132370	0.816074	0.898720	0	0
0.486717	0.312901	0.592585	0.691519	0	1
0.048123	0.013086	0.256163	0.453070	0	0
